Episodio;Perdida
20;14495.621
40;16796.37
60;13652.603
80;15042.655
100;16251.982
120;14052.483
140;17191.392
160;12733.864
180;16714.109
200;13569.274
220;16605.537
240;12857.873
260;15707.701
280;12059.617
300;16450.189
320;15953.343
340;12305.403
360;12399.658
380;14514.817
400;15218.946
420;15825.51
440;16477.168
460;13490.634
480;11327.289
500;12042.566
