20;14.221.008
40;11.387.777
60;20988.84
80;19.082.507
100;12.649.496
120;18.217.957
140;13.197.184
160;17.288.869
180;16.855.399
200;18813.01
220;13.670.668
240;24.469.982
260;17.624.959
280;12.431.979
300;12.642.662
320;14.439.278
340;19.361.984
360;16.607.859
380;14.814.212
400;21.134.811
420;15.048.378
440;14.401.429
460;15.838.267
480;13.618.754
500;16.636.638
520;14.495.621
540;16796.37
560;13.652.603
580;15.042.655
600;16.251.982
620;14.052.483
640;17.191.392
660;12.733.864
680;16.714.109
700;13.569.274
720;16.605.537
740;12.857.873
760;15.707.701
780;12.059.617
800;16.450.189
820;15.953.343
840;12.305.403
860;12.399.658
880;14.514.817
900;15.218.946
920;15825.51
940;16.477.168
960;13.490.634
980;11.327.289
1000;12.042.566
1020;10.785.407
1040;10.163.195
1060;12.844.519
1080;18.035.619
1100;15.123.815
1120;14.457.684
1140;12.685.264
1160;11.957.131
1180;13.354.851
1200;11.567.419
1220;11.083.547
1240;10.752.637
1260;13.211.921
1280;13.176.784
1300;12.105.936
1320;13.304.138
1340;14.265.135
1360;13.034.353
1380;13.981.963
1400;13.279.198
1420;13689.01
1440;18139.66
1460;13925.96
1480;9.631.089
1500;9.450.789
1520;11.562.508
1540;9.029.558
1560;10.710.766
1580;9.964.945
1600;11.661.476
1620;10.780.772
1640;12.644.911
1660;11.246.204
1680;10.890.556
1700;11.951.144
1720;12.165.896
1740;13.807.134
1760;13856.58
1780;11.663.664
1800;19557.83
1820;13.707.013
1840;21.054.654
1860;15556.45
1880;13674.34
1900;11.261.341
1920;8.622.802
1940;10.940.148
1960;7.646.357
1980;9.269.916
2000;12.341.146
2020;12.477.215
2040;8.890.781
2060;9.595.707
2080;7498.27
2100;9.434.514
2120;9.152.677
2140;12.227.867
2160;10.677.667
2180;11.519.594
2200;15.233.261
2220;21674.09
2240;30.787.102
2260;44.945.527
2280;71.181.125
2300;126.572.492
2320;152.520.258
2340;173.407.562
2360;189.905.766
2380;227.545.516
2400;215.685.672
2420;192.455.461
2440;139.927.375
2460;103.400.188
2480;59.484.279
2500;21.686.883
2520;14.545.287
2540;12.359.873
2560;10.110.125
2580;10.463.898
2600;10.055.588
2620;15.402.106
2640;17011.43
2660;15.298.444
2680;13498.04
2700;13.340.741
2720;14.781.112
2740;15.877.701
2760;11.694.278
2780;12.479.703
2800;12.249.583
2820;11.915.949
2840;12.728.768
2860;13.842.716
2880;10.916.857
2900;11227.83
2920;10.907.518
2940;12.854.495
2960;10.271.708
2980;12.444.948
3000;11.540.284
3020;15.299.678
3040;202.771.453
3060;6991120.0
3080;71488752.0
3100;4998284.5
3120;3411849.25
3140;16684313.0
3160;9351989.0
3180;1683481.75
3200;709.500.219
3220;491.897.266
3240;132.502.148
3260;156833.32
3280;904.548.031
3300;3.369.700.875
3320;145143472.0
3340;3585247232.0
3360;14199992.5
3380;2456357.0
3400;2648988.25
3420;4.181.290.125
3440;3977226.25
3460;3667789.0
3480;60.232.682
3500;125.278.742
3520;137.199.176
3540;196.095.547
3560;193.291.031
3580;145.905.062
3600;165.087.914
3620;143.931.801
3640;155.766.586
3660;111.897.594
3680;117.064.422
3700;133.604.145
3720;72697.93
3740;56.063.152
3760;49.626.535
3780;35.298.201
3800;51.181.383
3820;45.335.275
3840;25162.6
3860;30.734.771
3880;21.056.248
3900;29.005.393
3920;30.659.293
3940;34.283.317
3960;26.860.567
3980;21.025.041
4000;30.879.612
4020;37.163.664
4040;34.665.536
4060;43083.83
4080;36.481.941
4100;41017.0
4120;55.469.447
4140;70.232.662
4160;68.169.957
4180;73.567.715
4200;78.309.625
4220;61733.27
4240;60922.32
4260;66.795.568
4280;55.637.445
4300;62.280.496
4320;52.056.176
4340;49.171.352
4360;48522.59
4380;40.728.125
4400;44.533.604
4420;43.725.207
4440;35874.91
4460;28.648.016
4480;31.574.236
4500;36.341.354
4520;33.593.173
4540;32.018.958
4560;23.455.603
4580;22979.29
4600;29.928.857
4620;17.359.563
4640;22.682.416
4660;26.858.806
4680;24.023.576
4700;16.317.553
4720;16.993.528
4740;19.265.614
4760;22077.85
4780;23.359.525
4800;33.449.848
4820;17.146.634
4840;24.318.141
4860;18.032.216
4880;23681.26
4900;20874.27
4920;15.629.269
4940;21.666.943
4960;18.854.657
4980;21.208.488
5000;20.563.486
5020;15.372.518
5040;13.699.906
5060;162.832.247
5080;18.099.836
5100;11.855.548
5120;14.159.102
5140;15863.0
5160;20.953.126
5180;22.293.179
5200;17.940.275
5220;22.203.104
5240;27.045.828
5260;17.942.054
5280;20.310.442
5300;18.430.166
5320;12.674.863
5340;13.089.437
5360;14.765.503
5380;11.892.481
5400;14.040.779
5420;12.269.201
5440;15.591.199
5460;13.199.995
5480;18.335.783
5500;18.452.072
