Episodio;Perdida
20;15372.518
40;13699.906
60;162832.247
80;18099.836
100;11855.548
120;14159.102
140;15863.0
160;20953.126
180;22293.179
200;17940.275
220;22203.104
240;27045.828
260;17942.054
280;20310.442
300;18430.166
320;12674.863
340;13089.437
360;14765.503
380;11892.481
400;14040.779
420;12269.201
440;15591.199
460;13199.995
480;18335.783
500;18452.072
