1;10.686;Tiempo
2;3.119;Tiempo
3;7.838;Tiempo
4;12.697;Tiempo
5;3.674;Tiempo
6;22.181;Colision
7;20.149;Tiempo
8;9.193;Tiempo
9;3.274;Tiempo
10;10.351;Tiempo
11;12,43;Tiempo
12;28.465;Tiempo
13;11.234;Tiempo
14;10.688;Tiempo
15;2.558;Tiempo
16;22.827;Tiempo
17;6.857;Tiempo
18;12.078;Tiempo
19;20.131;Tiempo
20;27.797;Tiempo
21;10,1;Colision
22;16.132;Tiempo
23;15.637;Tiempo
24;11.662;Tiempo
25;9.593;Tiempo
26;18.144;Colision
27;7.658;Tiempo
28;3.011;Tiempo
29;5.142;Colision
30;10.202;Tiempo
31;8.429;Tiempo
32;19.672;Tiempo
33;6.762;Tiempo
34;16.242;Tiempo
35;4.787;Tiempo
36;12,04;Tiempo
37;27.569;Tiempo
38;17.264;Tiempo
39;16.344;Tiempo
40;12.763;Tiempo
41;9.338;Tiempo
42;14.764;Tiempo
43;3.272;Tiempo
44;4.214;Tiempo
45;9.386;Tiempo
46;23.139;Tiempo
47;20.934;Tiempo
48;10.705;Tiempo
49;6.347;Colision
50;13.721;Tiempo
51;13.546;Tiempo
52;3.248;Tiempo
53;7.052;Tiempo
54;8.375;Colision
55;9.567;Tiempo
56;6.594;Tiempo
57;11.141;Tiempo
58;11.914;Colision
59;6.517;Tiempo
60;3.864;Tiempo
61;17.279;Tiempo
62;14.177;Tiempo
63;23.536;Tiempo
64;5.406;Tiempo
65;2.298;Tiempo
66;21.105;Tiempo
67;3.577;Tiempo
68;9.608;Colision
69;7.665;Tiempo
70;9.337;Tiempo
71;5.241;Tiempo
72;7.819;Tiempo
73;6.055;Colision
74;3.486;Tiempo
75;10,9;Tiempo
76;24,16;Tiempo
77;4.726;Colision
78;14.075;Tiempo
79;5.934;Tiempo
80;13.333;Colision
81;9.016;Tiempo
82;4.568;Tiempo
83;16.851;Tiempo
84;7.212;Tiempo
85;6.041;Tiempo
86;8.902;Tiempo
87;20.139;Tiempo
88;0,979;Tiempo
89;3.368;Tiempo
90;20.299;Tiempo
91;21.148;Tiempo
92;5.043;Tiempo
93;25.041;Tiempo
94;7.405;Tiempo
95;20.372;Tiempo
96;17.667;Colision
97;6.323;Colision
98;27,72;Tiempo
99;25.757;Tiempo
100;5.472;Tiempo
101;11.677;Tiempo
102;25.606;Tiempo
103;7.804;Tiempo
104;7.109;Tiempo
105;9.508;Tiempo
106;25.943;Tiempo
107;13.043;Tiempo
108;13.474;Tiempo
109;4.837;Tiempo
110;6.051;Tiempo
111;22.765;Tiempo
112;20.303;Tiempo
113;8.032;Tiempo
114;23.554;Tiempo
115;17.496;Tiempo
116;14.879;Colision
117;21,06;Colision
118;27.315;Tiempo
119;2.121;Tiempo
120;20.499;Tiempo
121;8.935;Colision
122;11.496;Tiempo
123;21.821;Tiempo
124;12.001;Tiempo
125;12.107;Tiempo
126;17.477;Tiempo
127;22.107;Tiempo
128;9.791;Tiempo
129;25,87;Tiempo
130;10.494;Tiempo
131;17.892;Tiempo
132;25.598;Tiempo
133;4.194;Tiempo
134;21.397;Tiempo
135;27.385;Tiempo
136;29.332;Tiempo
137;23.533;Tiempo
138;11.027;Tiempo
139;26.312;Tiempo
140;11.499;Tiempo
141;20.907;Tiempo
142;23.239;Tiempo
143;8.017;Tiempo
144;25.517;Tiempo
145;6.598;Tiempo
146;24.803;Tiempo
147;17.218;Colision
148;8.524;Tiempo
149;12.537;Colision
150;17.759;Colision
151;18.138;Tiempo
152;7.934;Tiempo
153;26,35;Tiempo
154;13.875;Tiempo
155;11.162;Tiempo
156;13.667;Colision
157;12.723;Tiempo
158;22.323;Tiempo
159;25.258;Tiempo
160;8.481;Tiempo
161;10.578;Tiempo
162;19.574;Tiempo
163;12.713;Tiempo
164;12.736;Colision
165;11.429;Colision
166;19,15;Tiempo
167;25.634;Tiempo
168;14.114;Tiempo
169;14.283;Tiempo
170;7.277;Tiempo
171;12,83;Tiempo
172;4,95;Tiempo
173;24.976;Tiempo
174;11.066;Tiempo
175;14.808;Tiempo
176;8.893;Tiempo
177;20.701;Tiempo
178;19.936;Tiempo
179;12.485;Tiempo
180;11,73;Tiempo
181;13.305;Tiempo
182;16,3;Tiempo
183;19.176;Tiempo
184;11.949;Tiempo
185;6.989;Tiempo
186;17.643;Tiempo
187;17.152;Tiempo
188;21.918;Tiempo
189;15.104;Tiempo
190;22.012;Tiempo
191;16.283;Tiempo
192;7.076;Tiempo
193;14.723;Tiempo
194;17.732;Colision
195;23.368;Tiempo
196;18.282;Tiempo
197;6.151;Tiempo
198;9,57;Tiempo
199;23.945;Tiempo
200;5.895;Tiempo
201;19.103;Tiempo
202;13.431;Tiempo
203;7.685;Tiempo
204;5.916;Tiempo
205;25.823;Tiempo
206;28,41;Tiempo
207;27.802;Tiempo
208;18.576;Tiempo
209;8,83;Tiempo
210;16.551;Tiempo
211;19.884;Tiempo
212;12.986;Tiempo
213;29.337;Tiempo
214;19.327;Colision
215;15.753;Colision
216;20.971;Colision
217;14.297;Tiempo
218;11,38;Tiempo
219;14.074;Tiempo
220;24.495;Tiempo
221;7.522;Tiempo
222;15.423;Tiempo
223;12.198;Tiempo
224;6.308;Tiempo
225;18.323;Tiempo
226;24.691;Tiempo
227;28.297;Tiempo
228;22.175;Tiempo
229;18.396;Tiempo
230;22.196;Tiempo
231;15.536;Tiempo
232;12.659;Tiempo
233;11.584;Tiempo
234;18.382;Tiempo
235;22,39;Tiempo
236;5.835;Tiempo
237;28.451;Tiempo
238;16.292;Colision
239;15.092;Colision
240;11.934;Tiempo
241;9.943;Tiempo
242;11.682;Tiempo
243;9.428;Tiempo
244;24.518;Tiempo
245;0,957;Objetivo
246;15,15;Tiempo
247;14.197;Tiempo
248;17.698;Tiempo
249;19.196;Tiempo
250;20.264;Tiempo
251;5.128;Tiempo
252;22.762;Tiempo
253;16.905;Tiempo
254;14,74;Tiempo
255;12.981;Tiempo
256;25.562;Tiempo
257;24.896;Tiempo
258;21.869;Tiempo
259;25.352;Tiempo
260;28.765;Tiempo
261;15.414;Tiempo
262;17.929;Tiempo
263;25.725;Tiempo
264;16.501;Tiempo
265;18,54;Tiempo
266;19.532;Tiempo
267;12.485;Tiempo
268;24.257;Tiempo
269;8,55;Tiempo
270;24,62;Tiempo
271;20.382;Tiempo
272;13.422;Tiempo
273;16.113;Tiempo
274;27.051;Tiempo
275;28.721;Tiempo
276;21.502;Tiempo
277;12.312;Tiempo
278;16.357;Tiempo
279;14.611;Colision
280;11.134;Colision
281;14.147;Colision
282;25.211;Tiempo
283;28.322;Tiempo
284;10.458;Colision
285;19.958;Tiempo
286;9.791;Colision
287;11.437;Tiempo
288;28.258;Tiempo
289;22.019;Tiempo
290;14.873;Tiempo
291;20.958;Tiempo
292;23,29;Tiempo
293;22.315;Tiempo
294;18.005;Tiempo
295;25.194;Tiempo
296;28.731;Tiempo
297;13.184;Tiempo
298;20.066;Tiempo
299;19.284;Tiempo
300;15.182;Tiempo
301;27.517;Tiempo
302;29.923;Tiempo
303;11.923;Tiempo
304;11.205;Tiempo
305;14.314;Tiempo
306;17.514;Tiempo
307;11.383;Tiempo
308;26.452;Tiempo
309;30.115;Tiempo
310;15.126;Tiempo
311;19.223;Tiempo
312;28.365;Tiempo
313;26.313;Tiempo
314;14.377;Tiempo
315;17.601;Tiempo
316;26.287;Tiempo
317;14,68;Tiempo
318;27.599;Tiempo
319;24.542;Tiempo
320;25.962;Tiempo
321;14.175;Tiempo
322;19.867;Tiempo
323;20.831;Colision
324;15.316;Colision
325;22,99;Tiempo
326;28.312;Tiempo
327;13.388;Tiempo
328;11.984;Tiempo
329;21.638;Tiempo
330;10.926;Tiempo
331;27.657;Tiempo
332;16.464;Tiempo
333;25.329;Tiempo
334;11.202;Tiempo
335;15.098;Tiempo
336;9.338;Tiempo
337;10.196;Tiempo
338;14.336;Tiempo
339;24.845;Tiempo
340;19.859;Tiempo
341;27.079;Tiempo
342;10.898;Tiempo
343;12.825;Tiempo
344;24,76;Tiempo
345;6.146;Tiempo
346;17,95;Tiempo
347;21.854;Tiempo
348;16.415;Tiempo
349;13.841;Tiempo
350;22.104;Tiempo
351;15.678;Colision
352;26.319;Tiempo
353;26.955;Tiempo
354;17.077;Tiempo
355;23.771;Tiempo
356;29.256;Tiempo
357;25.409;Tiempo
358;20.747;Tiempo
359;24.302;Tiempo
360;22.248;Tiempo
361;23.563;Tiempo
362;27,5;Tiempo
363;5.051;Tiempo
364;11.038;Tiempo
365;6.845;Tiempo
366;26.924;Tiempo
367;21,52;Tiempo
368;12.614;Tiempo
369;14,88;Tiempo
370;22.495;Tiempo
371;12.474;Tiempo
372;21.491;Tiempo
373;8.623;Tiempo
374;28.636;Tiempo
375;23.059;Tiempo
376;24.273;Tiempo
377;14.648;Tiempo
378;22.108;Tiempo
379;20.083;Tiempo
380;19.402;Tiempo
381;16.415;Tiempo
382;21.399;Tiempo
383;4.464;Tiempo
384;28.011;Tiempo
385;23.527;Tiempo
386;27.022;Tiempo
387;20.225;Tiempo
388;22.159;Tiempo
389;15.406;Tiempo
390;14,38;Tiempo
391;14,88;Tiempo
392;24.606;Tiempo
393;4.296;Tiempo
394;26.381;Tiempo
395;28.673;Tiempo
396;26.786;Tiempo
397;15.913;Tiempo
398;27.789;Tiempo
399;25.414;Tiempo
400;25.908;Tiempo
401;16.939;Tiempo
402;17.876;Tiempo
403;25.891;Tiempo
404;28.568;Tiempo
405;23.176;Tiempo
406;25.659;Tiempo
407;10.074;Tiempo
408;6.255;Tiempo
409;24,43;Tiempo
410;19.326;Tiempo
411;28.201;Tiempo
412;12.623;Tiempo
413;20.895;Tiempo
414;19.527;Tiempo
415;9.986;Tiempo
416;12.331;Tiempo
417;22.827;Tiempo
418;27.374;Tiempo
419;24.493;Tiempo
420;14,28;Tiempo
421;26.933;Tiempo
422;10.368;Tiempo
423;18.461;Tiempo
424;23.801;Tiempo
425;24.033;Tiempo
426;15.648;Tiempo
427;15,5;Tiempo
428;17.933;Tiempo
429;24.448;Tiempo
430;24.656;Tiempo
431;25.912;Tiempo
432;10.909;Colision
433;28.305;Tiempo
434;23.209;Tiempo
435;16.866;Tiempo
436;16.344;Tiempo
437;23.307;Tiempo
438;28.225;Tiempo
439;16.955;Tiempo
440;26.066;Tiempo
441;23.875;Tiempo
442;27.362;Tiempo
443;17.651;Tiempo
444;25.761;Tiempo
445;23.946;Tiempo
446;19.764;Tiempo
447;27.702;Tiempo
448;5.573;Tiempo
449;27.799;Tiempo
450;27.035;Tiempo
451;25.857;Tiempo
452;26.353;Tiempo
453;28,38;Tiempo
454;16.247;Tiempo
455;20.309;Tiempo
456;28.123;Tiempo
457;21,9;Tiempo
458;21,93;Tiempo
459;27.604;Tiempo
460;14,86;Tiempo
461;29.058;Tiempo
462;24.321;Tiempo
463;8.417;Tiempo
464;2.777;Tiempo
465;19.031;Colision
466;19,23;Tiempo
467;16.959;Tiempo
468;20.278;Colision
469;23.948;Tiempo
470;25.048;Tiempo
471;18.824;Tiempo
472;17.809;Tiempo
473;27.829;Tiempo
474;28.244;Tiempo
475;27.166;Tiempo
476;22.388;Tiempo
477;26.266;Tiempo
478;26.017;Tiempo
479;10.689;Tiempo
480;28.049;Tiempo
481;20.435;Tiempo
482;27.762;Tiempo
483;12.542;Colision
484;21.434;Tiempo
485;28.784;Tiempo
486;27.509;Tiempo
487;23,02;Tiempo
488;26.534;Tiempo
489;29,59;Tiempo
490;10.653;Tiempo
491;19.089;Tiempo
492;16.199;Tiempo
493;6.421;Tiempo
494;25.907;Tiempo
495;20.898;Tiempo
496;23.887;Tiempo
497;1.242;Tiempo
498;21.877;Tiempo
499;10.329;Tiempo
500;24.619;Tiempo
501;7.495;Tiempo
502;14.707;Tiempo
503;28,09;Tiempo
504;26.412;Tiempo
505;20.736;Tiempo
506;23.231;Tiempo
507;24.894;Tiempo
508;21.594;Tiempo
509;20.656;Tiempo
510;28.663;Tiempo
511;26.904;Tiempo
512;19.765;Tiempo
513;7.742;Tiempo
514;22.864;Tiempo
515;16.318;Tiempo
516;28.155;Tiempo
517;26.258;Tiempo
518;22.884;Tiempo
519;27.666;Tiempo
520;25.844;Tiempo
521;22.038;Tiempo
522;14.928;Tiempo
523;16.177;Colision
524;19.615;Colision
525;23.129;Colision
526;21.476;Tiempo
527;28.723;Tiempo
528;26.353;Tiempo
529;21.255;Tiempo
530;28.149;Tiempo
531;25.672;Tiempo
532;21.483;Colision
533;11.917;Tiempo
534;26.927;Tiempo
535;18.155;Tiempo
536;25.715;Tiempo
537;15.793;Colision
538;17.244;Tiempo
539;21.378;Tiempo
540;19.344;Tiempo
541;25.179;Tiempo
542;28.615;Tiempo
543;14,03;Tiempo
544;22.798;Tiempo
545;28.169;Tiempo
546;19.977;Tiempo
547;25.191;Tiempo
548;28.448;Tiempo
549;28.154;Tiempo
550;24.875;Tiempo
551;25.029;Tiempo
552;19.963;Tiempo
553;26.998;Tiempo
554;27.623;Tiempo
555;15,9;Tiempo
556;22.059;Tiempo
557;27.259;Tiempo
558;25.133;Tiempo
559;28.336;Tiempo
560;24,44;Tiempo
561;25.457;Tiempo
562;17.158;Tiempo
563;28.595;Tiempo
564;27.769;Tiempo
565;18,26;Tiempo
566;27.461;Tiempo
567;9,67;Tiempo
568;19.422;Colision
569;22.145;Tiempo
570;27.197;Tiempo
571;22.643;Tiempo
572;26,73;Tiempo
573;25.158;Tiempo
574;27,03;Tiempo
575;29.232;Tiempo
576;25.583;Tiempo
577;21.359;Tiempo
578;28.017;Tiempo
579;23.475;Tiempo
580;17.883;Colision
581;16,35;Tiempo
582;25.103;Tiempo
583;21.244;Tiempo
584;23.794;Tiempo
585;24,1;Tiempo
586;27.948;Tiempo
