Episodio;Perdida
20;12477.215
40;8890.781
60;9595.707
80;7498.27
100;9434.514
120;9152.677
140;12227.867
160;10677.667
180;11519.594
200;15233.261
220;21674.09
240;30787.102
260;44945.527
280;71181.125
300;126572.492
320;152520.258
340;173407.562
360;189905.766
380;227545.516
400;215685.672
420;192455.461
440;139927.375
460;103400.188
480;59484.279
500;21686.883
