Episodio;Perdida
20;137199.176
40;196095.547
60;193291.031
80;145905.062
100;165087.914
120;143931.801
140;155766.586
160;111897.594
180;117064.422
200;133604.145
220;72697.93
240;56063.152
260;49626.535
280;35298.201
300;51181.383
320;45335.275
340;25162.6
360;30734.771
380;21056.248
400;29005.393
420;30659.293
440;34283.317
460;26860.567
480;21025.041
500;30879.612
