Episodio;Perdida
20;11562.508
40;9029.558
60;10710.766
80;9964.945
100;11661.476
120;10780.772
140;12644.911
160;11246.204
180;10890.556
200;11951.144
220;12165.896
240;13807.134
260;13856.58
280;11663.664
300;19557.83
320;13707.013
340;21054.654
360;15556.45
380;13674.34
400;11261.341
420;8622.802
440;10940.148
460;7646.357
480;9269.916
500;12341.146
