Episodio;Perdida
20;10785.407
40;10163.195
60;12844.519
80;18035.619
100;15123.815
120;14457.684
140;12685.264
160;11957.131
180;13354.851
200;11567.419
220;11083.547
240;10752.637
260;13211.921
280;13176.784
300;12105.936
320;13304.138
340;14265.135
360;13034.353
380;13981.963
400;13279.198
420;13689.01
440;18139.66
460;13925.96
480;9631.089
500;9450.789
